,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,21.194332695007326,4.068464101316805,2.4195566177368164,1.1270663072743807,0.0001,0.0001,"{'C': 0.0001, 'gamma': 0.0001}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
29,24.132120227813722,2.484746232787385,3.136267614364624,0.4054649068138612,0.01,3,"{'C': 0.01, 'gamma': 3}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
32,22.42365930080414,5.987011132156673,2.825889253616333,0.8418904356511305,0.01,1000,"{'C': 0.01, 'gamma': 1000}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
33,22.035822772979735,4.754967340302447,2.9717140913009645,0.8555340150091291,0.03,0.0001,"{'C': 0.03, 'gamma': 0.0001}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
34,23.6890807390213,4.6848164462226825,2.9551390647888183,0.956467304280428,0.03,0.001,"{'C': 0.03, 'gamma': 0.001}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
35,25.823419857025147,2.605232662747749,2.9110877990722654,0.4102277934448392,0.03,0.01,"{'C': 0.03, 'gamma': 0.01}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
36,18.77078104019165,7.554705868097513,2.0148924350738526,0.9826130578693862,0.03,0.03,"{'C': 0.03, 'gamma': 0.03}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
37,24.5610178232193,3.5336031917789015,3.2136344432830812,1.1124424839696596,0.03,0.1,"{'C': 0.03, 'gamma': 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
38,24.37617003917694,5.750186723529212,2.3542062997817994,0.6502821408660822,0.03,0.3,"{'C': 0.03, 'gamma': 0.3}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
39,23.150577998161317,6.408335015944761,2.168759274482727,0.719802852816209,0.03,1,"{'C': 0.03, 'gamma': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
40,24.56635935306549,5.381535275338785,2.6116539478302,0.6250912023810746,0.03,3,"{'C': 0.03, 'gamma': 3}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
41,21.703413438796996,5.3938997801403135,2.783911037445068,0.9448095532242432,0.03,10,"{'C': 0.03, 'gamma': 10}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
