,CVE,num_of_author,baseSeverity,baseScore,flag_CR,flag_H
1461,CVE-2023-21464,10,LOW,3.3,0,0
1462,CVE-2023-21463,10,LOW,3.3,0,0
1463,CVE-2023-21462,10,LOW,3.3,0,0
1464,CVE-2023-21454,10,LOW,2.4,0,0
1465,CVE-2021-35370,10,CRITICAL,9.8,1,1
1466,CVE-2023-0686,10,CRITICAL,9.8,1,1
1467,CVE-2023-1055,10,MEDIUM,5.5,0,0
1468,CVE-2023-20857,10,MEDIUM,6.8,0,0
1469,CVE-2023-0559,10,MEDIUM,5.4,0,0
1470,CVE-2023-20855,10,HIGH,8.8,0,1
1471,CVE-2023-24652,10,HIGH,8.8,0,1
1472,CVE-2022-4224,10,HIGH,8.8,0,1
1473,CVE-2023-20069,10,MEDIUM,5.4,0,0
1474,CVE-2023-20062,10,MEDIUM,4.3,0,0
1475,CVE-2023-20061,10,MEDIUM,6.5,0,0
1476,CVE-2022-28493,10,CRITICAL,9.8,1,1
1477,CVE-2023-26955,10,MEDIUM,5.4,0,0
1478,CVE-2023-0196,10,LOW,3.3,0,0
1479,CVE-2023-0175,10,MEDIUM,5.4,0,0
1480,CVE-2023-20649,10,MEDIUM,4.4,0,0
1481,CVE-2023-0145,10,MEDIUM,5.4,0,0
1482,CVE-2023-1101,10,HIGH,8.8,0,1
1483,CVE-2022-42291,10,MEDIUM,5.5,0,0
1484,CVE-2022-24410,10,MEDIUM,4.2,0,0
1485,CVE-2023-0223,10,MEDIUM,5.3,0,0
1486,CVE-2023-20088,10,HIGH,7.5,0,1
1487,CVE-2022-47141,10,HIGH,8.8,0,1
1488,CVE-2023-20645,10,MEDIUM,4.4,0,0
1489,CVE-2023-0540,10,MEDIUM,5.4,0,0
1490,CVE-2023-0460,10,HIGH,7.3,0,1
1491,CVE-2023-1091,10,CRITICAL,9.8,1,1
1492,CVE-2023-0378,10,MEDIUM,5.4,0,0
1493,CVE-2023-0167,10,MEDIUM,5.4,0,0
1494,CVE-2023-0369,10,MEDIUM,5.4,0,0
1495,CVE-2023-20644,10,MEDIUM,4.4,0,0
1496,CVE-2020-24857,10,MEDIUM,6.1,0,0
1497,CVE-2023-1451,10,MEDIUM,5.5,0,0
1498,CVE-2023-1452,10,HIGH,7.8,0,1
1499,CVE-2023-20626,10,MEDIUM,6.7,0,0
1500,CVE-2023-20625,10,MEDIUM,6.4,0,0
1501,CVE-2023-20624,10,MEDIUM,6.7,0,0
1502,CVE-2023-1267,10,CRITICAL,9.8,1,1
1503,CVE-2023-20104,10,MEDIUM,6.1,0,0
1504,CVE-2023-20647,10,MEDIUM,4.4,0,0
1505,CVE-2023-25763,10,MEDIUM,5.4,0,0
1506,CVE-2023-26476,10,HIGH,7.5,0,1
1507,CVE-2023-24686,10,MEDIUM,4.8,0,0
1508,CVE-2023-27597,10,HIGH,7.5,0,1
1509,CVE-2023-27850,10,MEDIUM,6.8,0,0
1510,CVE-2023-25141,10,HIGH,7.5,0,1
1511,CVE-2023-25169,10,MEDIUM,5.3,0,0
1512,CVE-2023-27851,10,HIGH,8.8,0,1
1513,CVE-2023-23983,10,MEDIUM,5.4,0,0
1514,CVE-2023-27852,10,CRITICAL,9.8,1,1
1515,CVE-2023-24996,10,HIGH,7.8,0,1
1516,CVE-2023-26951,10,MEDIUM,5.4,0,0
1517,CVE-2023-28443,10,MEDIUM,5.5,0,0
1518,CVE-2023-24990,10,HIGH,7.8,0,1
1519,CVE-2023-24988,10,HIGH,7.8,0,1
1520,CVE-2023-26950,10,MEDIUM,5.4,0,0
1521,CVE-2023-24995,10,HIGH,7.8,0,1
1522,CVE-2023-26948,10,HIGH,7.5,0,1
1523,CVE-2023-24984,10,HIGH,7.8,0,1
1524,CVE-2023-27893,10,HIGH,8.8,0,1
1525,CVE-2023-24993,10,HIGH,7.8,0,1
1526,CVE-2023-26257,10,HIGH,7.5,0,1
1527,CVE-2023-24981,10,HIGH,7.8,0,1
1528,CVE-2023-24980,10,HIGH,7.8,0,1
1529,CVE-2023-26954,10,MEDIUM,5.4,0,0
1530,CVE-2023-26949,10,CRITICAL,9.8,1,1
1531,CVE-2023-24978,10,HIGH,7.8,0,1
1532,CVE-2023-25140,10,HIGH,7.8,0,1
1533,CVE-2023-24985,10,HIGH,7.8,0,1
1534,CVE-2023-26460,10,MEDIUM,5.3,0,0
1535,CVE-2023-26952,10,MEDIUM,5.4,0,0
1536,CVE-2023-27581,10,HIGH,8.8,0,1
1537,CVE-2023-27596,10,HIGH,7.5,0,1
1538,CVE-2023-26303,10,MEDIUM,5.5,0,0
1539,CVE-2023-27586,10,HIGH,7.1,0,1
1540,CVE-2023-25281,10,HIGH,7.5,0,1
1541,CVE-2023-23992,10,MEDIUM,4.3,0,0
1542,CVE-2023-24979,10,HIGH,7.8,0,1
1543,CVE-2023-25279,10,CRITICAL,9.8,1,1
1544,CVE-2023-28610,10,CRITICAL,9.8,1,1
1545,CVE-2023-25267,10,HIGH,8.8,0,1
1546,CVE-2023-27592,10,MEDIUM,5.4,0,0
1547,CVE-2023-27594,10,HIGH,7.3,0,1
1548,CVE-2023-27595,10,CRITICAL,9.8,1,1
1549,CVE-2023-25172,10,MEDIUM,5.4,0,0
1550,CVE-2023-27585,10,HIGH,7.5,0,1
1551,CVE-2023-25171,10,MEDIUM,5.9,0,0
1552,CVE-2023-27600,10,HIGH,7.5,0,1
1553,CVE-2023-25168,10,HIGH,8.2,0,1
1554,CVE-2023-27601,10,HIGH,7.5,0,1
1555,CVE-2023-24249,10,HIGH,7.2,0,1
1556,CVE-2023-24253,10,CRITICAL,9.8,1,1
1557,CVE-2023-28460,10,HIGH,7.2,0,1
1558,CVE-2023-25163,10,MEDIUM,6.5,0,0
1559,CVE-2023-27052,10,CRITICAL,9.8,1,1
1560,CVE-2022-45755,10,MEDIUM,5.4,0,0
1561,CVE-2023-25158,10,CRITICAL,9.8,1,1
1562,CVE-2023-1099,10,CRITICAL,9.8,1,1
1563,CVE-2022-41333,10,HIGH,7.5,0,1
1564,CVE-2023-28422,10,MEDIUM,4.8,0,0
1565,CVE-2023-27054,10,MEDIUM,6.1,0,0
1566,CVE-2023-26491,10,MEDIUM,6.1,0,0
1567,CVE-2023-24567,10,MEDIUM,6.5,0,0
1568,CVE-2023-28332,10,MEDIUM,6.1,0,0
1569,CVE-2023-26805,10,CRITICAL,9.8,1,1
1570,CVE-2023-26779,10,CRITICAL,9.8,1,1
1571,CVE-2023-24107,10,CRITICAL,9.8,1,1
1572,CVE-2023-26497,10,CRITICAL,9.8,1,1
1573,CVE-2023-28331,10,MEDIUM,6.1,0,0
1574,CVE-2023-24350,10,CRITICAL,9.8,1,1
1575,CVE-2023-24523,10,HIGH,8.8,0,1
1576,CVE-2023-28330,10,MEDIUM,6.5,0,0
1577,CVE-2023-24369,10,MEDIUM,6.1,0,0
1578,CVE-2023-28329,10,HIGH,8.8,0,1
1579,CVE-2023-24382,10,HIGH,8.8,0,1
1580,CVE-2023-24384,10,HIGH,8.8,0,1
1581,CVE-2023-26498,10,CRITICAL,9.8,1,1
1582,CVE-2023-24114,10,CRITICAL,9.8,1,1
1583,CVE-2023-24415,10,HIGH,8.8,0,1
1584,CVE-2023-28144,10,HIGH,7.0,0,1
1585,CVE-2023-24465,10,MEDIUM,5.5,0,0
1586,CVE-2023-24419,10,HIGH,8.8,0,1
1587,CVE-2023-26759,10,HIGH,8.8,0,1
1588,CVE-2023-28111,10,HIGH,7.5,0,1
1589,CVE-2023-24104,10,CRITICAL,9.8,1,1
1590,CVE-2023-25396,10,HIGH,7.8,0,1
1591,CVE-2023-24578,10,MEDIUM,5.5,0,0
1592,CVE-2023-24688,10,MEDIUM,5.3,0,0
1593,CVE-2023-28334,10,MEDIUM,4.3,0,0
1594,CVE-2023-24810,10,MEDIUM,6.1,0,0
1595,CVE-2023-27905,10,MEDIUM,5.4,0,0
1596,CVE-2023-27983,10,MEDIUM,5.3,0,0
1597,CVE-2023-28005,10,MEDIUM,6.8,0,0
1598,CVE-2023-28096,10,HIGH,7.5,0,1
1599,CVE-2023-24861,10,HIGH,7.0,0,1
1600,CVE-2023-26478,10,HIGH,8.1,0,1
1601,CVE-2023-24828,10,HIGH,8.8,0,1
1602,CVE-2023-26479,10,MEDIUM,6.5,0,0
1603,CVE-2023-24811,10,MEDIUM,6.1,0,0
1604,CVE-2023-28338,10,HIGH,7.5,0,1
1605,CVE-2023-27900,10,HIGH,7.5,0,1
1606,CVE-2023-24795,10,CRITICAL,9.8,1,1
1607,CVE-2023-28429,10,MEDIUM,6.1,0,0
1608,CVE-2023-26481,10,MEDIUM,6.5,0,0
1609,CVE-2023-24782,10,CRITICAL,9.8,1,1
1610,CVE-2023-24781,10,CRITICAL,9.8,1,1
1611,CVE-2023-24776,10,CRITICAL,9.8,1,1
1612,CVE-2023-24081,10,MEDIUM,5.4,0,0
1613,CVE-2023-24773,10,CRITICAL,9.8,1,1
1614,CVE-2023-24760,10,HIGH,8.8,0,1
1615,CVE-2023-28337,10,HIGH,8.8,0,1
1616,CVE-2023-28336,10,MEDIUM,4.3,0,0
1617,CVE-2023-24736,10,CRITICAL,9.8,1,1
1618,CVE-2023-28098,10,HIGH,7.5,0,1
1619,CVE-2023-26488,10,MEDIUM,6.5,0,0
1620,CVE-2023-28662,10,CRITICAL,9.8,1,1
1621,CVE-2022-46496,10,MEDIUM,5.9,0,0
1622,CVE-2023-24229,10,HIGH,7.8,0,1
1623,CVE-2023-25717,10,CRITICAL,9.8,1,1
1624,CVE-2023-28663,10,HIGH,8.8,0,1
1625,CVE-2023-25947,10,MEDIUM,5.5,0,0
1626,CVE-2023-27309,10,HIGH,8.8,0,1
1627,CVE-2023-25656,10,HIGH,7.5,0,1
1628,CVE-2023-27088,10,HIGH,8.8,0,1
1629,CVE-2023-24194,10,MEDIUM,6.1,0,0
1630,CVE-2023-26034,10,HIGH,8.8,0,1
1631,CVE-2023-27161,10,HIGH,7.5,0,1
1632,CVE-2023-24231,10,MEDIUM,4.8,0,0
1633,CVE-2023-27205,10,CRITICAL,9.8,1,1
1634,CVE-2023-25592,10,MEDIUM,6.1,0,0
1635,CVE-2023-25859,10,HIGH,7.8,0,1
1636,CVE-2023-26093,10,CRITICAL,9.8,1,1
1637,CVE-2023-26040,10,MEDIUM,6.1,0,0
1638,CVE-2023-23927,10,MEDIUM,5.4,0,0
1639,CVE-2023-25614,10,MEDIUM,6.1,0,0
1640,CVE-2023-24205,10,CRITICAL,9.8,1,1
1641,CVE-2023-26054,10,MEDIUM,6.5,0,0
1642,CVE-2023-25611,10,HIGH,7.3,0,1
1643,CVE-2023-27095,10,MEDIUM,6.5,0,0
1644,CVE-2023-27310,10,HIGH,8.8,0,1
1645,CVE-2023-27093,10,MEDIUM,6.1,0,0
1646,CVE-2023-24195,10,MEDIUM,6.1,0,0
1647,CVE-2023-26108,10,MEDIUM,5.3,0,0
1648,CVE-2023-24191,10,MEDIUM,6.1,0,0
1649,CVE-2023-26041,10,MEDIUM,4.3,0,0
1650,CVE-2023-26084,10,LOW,3.7,0,0
1651,CVE-2023-25820,10,HIGH,7.8,0,1
1652,CVE-2023-27115,10,MEDIUM,5.5,0,0
1653,CVE-2023-25718,10,CRITICAL,9.8,1,1
1654,CVE-2023-26020,10,HIGH,7.2,0,1
1655,CVE-2023-27102,10,MEDIUM,6.5,0,0
1656,CVE-2023-27560,10,HIGH,7.5,0,1
1657,CVE-2023-24238,10,CRITICAL,9.8,1,1
1658,CVE-2023-27271,10,HIGH,7.5,0,1
1659,CVE-2023-27208,10,MEDIUM,6.1,0,0
1660,CVE-2023-24159,10,CRITICAL,9.8,1,1
1661,CVE-2023-25807,10,MEDIUM,5.4,0,0
1662,CVE-2023-27501,10,CRITICAL,9.6,1,1
1663,CVE-2023-26242,10,HIGH,7.8,0,1
1664,CVE-2023-27249,10,MEDIUM,5.5,0,0
1665,CVE-2023-28818,10,MEDIUM,5.3,0,0
1666,CVE-2023-27290,10,CRITICAL,9.1,1,1
1667,CVE-2023-24161,10,CRITICAL,9.8,1,1
1668,CVE-2023-25811,10,MEDIUM,5.4,0,0
1669,CVE-2023-24160,10,CRITICAL,9.8,1,1
1670,CVE-2023-24232,10,MEDIUM,4.8,0,0
1671,CVE-2023-27235,10,HIGH,7.2,0,1
1672,CVE-2023-27210,10,CRITICAL,9.8,1,1
1673,CVE-2023-24233,10,MEDIUM,4.8,0,0
1674,CVE-2023-28441,10,HIGH,7.5,0,1
1675,CVE-2023-25810,10,MEDIUM,5.4,0,0
1676,CVE-2018-17144,10,HIGH,7.5,0,1
