,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
50,24.675595211982728,4.705043666831569,3.2364640712738035,0.8927548560372245,0.0005,500,"{'gamma': 0.0005, 'C': 500}",0.7741935483870968,0.7659574468085106,0.7724867724867726,0.7748691099476439,0.7872340425531915,0.7724867724867726,0.7724867724867724,0.768421052631579,0.768421052631579,0.7593582887700534,0.7715914859189972,0.006827184955556027,1
24,24.596873617172243,5.624257385486144,3.3349529981613157,0.9045893015479509,0.001,100,"{'gamma': 0.001, 'C': 100}",0.7700534759358288,0.7619047619047619,0.7789473684210527,0.7748691099476439,0.7830687830687831,0.7748691099476439,0.7724867724867724,0.768421052631579,0.768421052631579,0.7593582887700534,0.7712399775745699,0.006876346824095102,2
62,23.11612684726715,5.922639611362399,2.9529412984848022,0.9762926163016727,0.001,500,"{'gamma': 0.001, 'C': 500}",0.7700534759358288,0.7619047619047619,0.7789473684210527,0.7748691099476439,0.7830687830687831,0.7748691099476439,0.7724867724867724,0.768421052631579,0.768421052631579,0.7593582887700534,0.7712399775745699,0.006876346824095102,2
40,22.972708535194396,5.593195030368497,2.86157968044281,0.8309328254738577,3,0.001,"{'gamma': 3, 'C': 0.001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
73,17.201768589019775,3.8140244984871994,2.4949195623397826,0.679661191124453,1000,0.0005,"{'gamma': 1000, 'C': 0.0005}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
72,26.291262769699095,2.099970138755249,3.0459553003311157,0.5814671962581025,100,0.005,"{'gamma': 100, 'C': 0.005}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
70,19.569302725791932,5.998881707957222,2.2815943479537966,0.9642867374321854,0.001,0.005,"{'gamma': 0.001, 'C': 0.005}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
69,21.185567593574525,6.160936435948463,2.917325258255005,0.9055455204328011,0.05,0.01,"{'gamma': 0.05, 'C': 0.01}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
66,26.628036665916444,3.189646196436654,3.4158649921417235,0.9794079764003476,5,0.001,"{'gamma': 5, 'C': 0.001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
65,22.906797194480895,5.173041867400691,2.775441122055054,0.7674366966927838,50,0.1,"{'gamma': 50, 'C': 0.1}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
61,26.10683982372284,3.7432942923560497,3.5888702154159544,0.7288469847219731,0.05,0.03,"{'gamma': 0.05, 'C': 0.03}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
60,20.57588984966278,4.816551442922615,2.781889033317566,0.7744540872089646,5,0.03,"{'gamma': 5, 'C': 0.03}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
58,22.22162163257599,5.426232329181102,2.7495134353637694,0.725690190216764,5,0.1,"{'gamma': 5, 'C': 0.1}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
56,21.413644480705262,5.591321855620154,2.431747651100159,0.8933254401931721,1,0.01,"{'gamma': 1, 'C': 0.01}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
55,23.593860864639282,5.235188803112207,3.135970854759216,0.6697617079504917,3,0.3,"{'gamma': 3, 'C': 0.3}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
54,24.242137956619263,4.143874463190834,3.302140235900879,0.8499149072370823,0.05,0.1,"{'gamma': 0.05, 'C': 0.1}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
51,22.883275389671326,5.366185391982249,2.705025148391724,1.0342101274688775,0.3,0.005,"{'gamma': 0.3, 'C': 0.005}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
47,20.180678367614746,5.81790219243421,3.037486433982849,0.5656968510937603,0.2,0.005,"{'gamma': 0.2, 'C': 0.005}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
46,14.687669110298156,3.800446076149594,1.8514776945114135,0.9112361115149527,1,0.0001,"{'gamma': 1, 'C': 0.0001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,4
