,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
76,18.357857847213744,6.346462612641659,2.554331636428833,1.1046168239635927,50,0.5,"{'gamma': 50, 'C': 0.5}",0.7724867724867726,0.7765957446808511,0.7748691099476439,0.7914438502673796,0.7934782608695653,0.7789473684210527,0.7526881720430106,0.7765957446808511,0.7700534759358288,0.7700534759358288,0.7757211975268783,0.010864653282238677,1
95,17.047366666793824,4.365489559389881,1.2905107498168946,0.31480598846110475,1000,0.5,"{'gamma': 1000, 'C': 0.5}",0.7724867724867726,0.7765957446808511,0.7748691099476439,0.7914438502673796,0.7934782608695653,0.7789473684210527,0.7526881720430106,0.7765957446808511,0.7700534759358288,0.7700534759358288,0.7757211975268783,0.010864653282238677,1
71,20.237420916557312,6.5059644327428705,2.5215336561203,0.9182615001449462,0.3,0.5,"{'gamma': 0.3, 'C': 0.5}",0.7724867724867726,0.7765957446808511,0.7748691099476439,0.7914438502673796,0.7934782608695653,0.7789473684210527,0.7526881720430106,0.7765957446808511,0.7700534759358288,0.7700534759358288,0.7757211975268783,0.010864653282238677,1
73,21.822659039497374,6.448856886157052,2.763492465019226,1.1274596433955324,0.03,0.5,"{'gamma': 0.03, 'C': 0.5}",0.7724867724867726,0.7765957446808511,0.7748691099476439,0.7914438502673796,0.7934782608695653,0.7789473684210527,0.7526881720430106,0.7765957446808511,0.7700534759358288,0.7700534759358288,0.7757211975268783,0.010864653282238677,1
58,23.786934781074525,6.105559960070612,3.1371126890182497,0.9508639408683774,5,0.5,"{'gamma': 5, 'C': 0.5}",0.7724867724867726,0.7765957446808511,0.7748691099476439,0.7914438502673796,0.7934782608695653,0.7789473684210527,0.7526881720430106,0.7765957446808511,0.7700534759358288,0.7700534759358288,0.7757211975268783,0.010864653282238677,1
97,16.569555282592773,3.6716535652312827,1.3948787450790405,0.2806848084028005,0.001,0.3,"{'gamma': 0.001, 'C': 0.3}",0.7643979057591623,0.7748691099476439,0.7748691099476439,0.7914438502673796,0.7891891891891892,0.7789473684210527,0.7659574468085107,0.7724867724867724,0.7765957446808511,0.7593582887700534,0.774811478627826,0.009667946496445557,6
48,20.42499601840973,6.00395728396837,2.8060247182846068,0.9330210102325013,500,0.3,"{'gamma': 500, 'C': 0.3}",0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7830687830687831,0.7849462365591399,0.7789473684210527,0.7593582887700534,0.7724867724867724,0.7765957446808511,0.7659574468085107,0.7741932194023784,0.007251169820038503,7
11,26.77086458206177,4.275323155406574,2.8879681825637817,0.7861457306105228,10,0.3,"{'gamma': 10, 'C': 0.3}",0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7830687830687831,0.7849462365591399,0.7789473684210527,0.7593582887700534,0.7724867724867724,0.7765957446808511,0.7659574468085107,0.7741932194023784,0.007251169820038503,7
88,21.36103045940399,4.861724267156131,2.363795208930969,0.8381288765445155,0.005,0.3,"{'gamma': 0.005, 'C': 0.3}",0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7830687830687831,0.7849462365591399,0.7789473684210527,0.7593582887700534,0.7724867724867724,0.7765957446808511,0.7659574468085107,0.7741932194023784,0.007251169820038503,7
55,20.36902587413788,5.366872488661714,2.7131969213485716,1.0664250806079218,1,0.3,"{'gamma': 1, 'C': 0.3}",0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7830687830687831,0.7849462365591399,0.7789473684210527,0.7593582887700534,0.7724867724867724,0.7765957446808511,0.7659574468085107,0.7741932194023784,0.007251169820038503,7
