,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
111,25.013677501678465,2.8474907092973467,2.3858828067779543,0.5310113800728214,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.7700534759358288,0.7619047619047619,0.7789473684210527,0.7748691099476439,0.7830687830687831,0.7748691099476439,0.7724867724867724,0.768421052631579,0.768421052631579,0.7593582887700534,0.7712399775745699,0.006876346824095102,1
100,21.51720085144043,6.393705742336373,2.8075491428375243,1.0748760219066118,100,0.001,"{'C': 100, 'gamma': 0.001}",0.7700534759358288,0.7619047619047619,0.7789473684210527,0.7748691099476439,0.7830687830687831,0.7748691099476439,0.7724867724867724,0.768421052631579,0.768421052631579,0.7593582887700534,0.7712399775745699,0.006876346824095102,1
0,17.667557406425477,5.095259417129337,2.568082308769226,0.8341476006971148,0.0001,0.0001,"{'C': 0.0001, 'gamma': 0.0001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
43,23.087982654571533,6.881974645837477,3.384044885635376,1.2627056306142794,0.03,1000,"{'C': 0.03, 'gamma': 1000}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
49,24.031248784065248,5.021733786075589,3.4831346035003663,0.941033109647875,0.1,0.3,"{'C': 0.1, 'gamma': 0.3}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
48,24.683123803138734,6.49446387551363,3.398728084564209,1.1238977560145265,0.1,0.1,"{'C': 0.1, 'gamma': 0.1}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
47,25.765961861610414,2.6492530377471413,3.302552318572998,1.0114383017031607,0.1,0.03,"{'C': 0.1, 'gamma': 0.03}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
46,21.97866244316101,6.059186948123239,3.2526615381240847,1.140394305270258,0.1,0.01,"{'C': 0.1, 'gamma': 0.01}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
45,23.258645629882814,5.856826782092861,2.9582346439361573,0.7403293495614206,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
44,23.97357575893402,3.5430475273100996,3.1676975011825563,0.47476314323791874,0.1,0.0001,"{'C': 0.1, 'gamma': 0.0001}",0.7708333333333333,0.7708333333333333,0.7708333333333333,0.7748691099476439,0.7748691099476439,0.7748691099476439,0.768421052631579,0.768421052631579,0.768421052631579,0.768421052631579,0.7710791540369247,0.0026745951692720158,3
