,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
67,1.4523017644882201,0.7085401825481907,0.12190086841583252,0.07817285049703357,1,0.001,"{'C': 1, 'gamma': 0.001}",0.6428571428571429,0.6491228070175439,0.6481481481481481,0.6428571428571429,0.6363636363636364,0.6428571428571429,0.6607142857142857,0.6727272727272727,0.6727272727272727,0.6607142857142857,0.6529089136983874,0.012333865409717737,1
88,1.133164381980896,1.419519595354419,0.07124989032745362,0.04272465916161984,10,0.0001,"{'C': 10, 'gamma': 0.0001}",0.6363636363636364,0.6491228070175439,0.6481481481481481,0.6545454545454545,0.6363636363636364,0.6481481481481481,0.6545454545454545,0.6727272727272727,0.6666666666666666,0.6607142857142857,0.6527345510240247,0.011203464853882326,2
66,0.6650313615798951,0.3358309445015058,0.08167917728424072,0.08893781522406005,1,0.0001,"{'C': 1, 'gamma': 0.0001}",0.6491228070175439,0.6491228070175439,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6545454545454545,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6524219640009113,0.007588055705013027,3
68,1.110941481590271,0.5261899143865866,0.09936094284057617,0.05839055674618523,1,0.01,"{'C': 1, 'gamma': 0.01}",0.6491228070175439,0.6428571428571429,0.6481481481481481,0.6428571428571429,0.6363636363636364,0.6428571428571429,0.6607142857142857,0.6666666666666666,0.6727272727272727,0.6607142857142857,0.6523028530923268,0.011463322716413973,4
89,1.4443617105484008,1.7520399973926388,0.22159106731414796,0.3454743856265161,10,0.001,"{'C': 10, 'gamma': 0.001}",0.6428571428571429,0.6428571428571429,0.6481481481481481,0.6428571428571429,0.6363636363636364,0.6428571428571429,0.6607142857142857,0.6727272727272727,0.6727272727272727,0.6607142857142857,0.6522823472823472,0.012664991109193042,5
78,1.300995421409607,0.7336606784562315,0.11382479667663574,0.07511518061935593,3,0.001,"{'C': 3, 'gamma': 0.001}",0.6428571428571429,0.6428571428571429,0.6481481481481481,0.6428571428571429,0.6363636363636364,0.6428571428571429,0.6607142857142857,0.6727272727272727,0.6727272727272727,0.6607142857142857,0.6522823472823472,0.012664991109193042,5
99,1.0618538856506348,0.7650283080727561,0.12394165992736816,0.04700824065116343,100,0.0001,"{'C': 100, 'gamma': 0.0001}",0.6363636363636364,0.6428571428571429,0.6481481481481481,0.6545454545454545,0.6363636363636364,0.6481481481481481,0.6545454545454545,0.6727272727272727,0.6666666666666666,0.6607142857142857,0.6521079846079847,0.0115575468413998,7
0,2.223549509048462,1.839453998029405,0.11323528289794922,0.07968647986576433,0.0001,0.0001,"{'C': 0.0001, 'gamma': 0.0001}",0.6491228070175439,0.6491228070175439,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6512531328320803,0.00805667935461634,8
45,0.7297034502029419,0.9200839000309925,0.0706441879272461,0.036261477426822175,0.1,0.001,"{'C': 0.1, 'gamma': 0.001}",0.6491228070175439,0.6491228070175439,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6512531328320803,0.00805667935461634,8
50,1.2197295904159546,1.1072981818599898,0.16960198879241944,0.16773191136864002,0.1,1,"{'C': 0.1, 'gamma': 1}",0.6491228070175439,0.6491228070175439,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6607142857142857,0.6512531328320803,0.00805667935461634,8
