,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
89,20.84554283618927,5.662687085244653,2.8705169677734377,0.8226229921511383,10,0.001,"{'C': 10, 'gamma': 0.001}",0.6703296703296703,0.6506024096385542,0.6746987951807228,0.7,0.6627906976744186,0.7083333333333334,0.6444444444444445,0.6923076923076923,0.7111111111111111,0.6704545454545454,0.6785072699474494,0.0222197784858301,1
100,22.951482892036438,6.620534387371099,3.2771233320236206,0.9476589120585359,100,0.001,"{'C': 100, 'gamma': 0.001}",0.6703296703296703,0.6375,0.6746987951807228,0.6966292134831461,0.6588235294117647,0.711340206185567,0.6444444444444445,0.7,0.7159090909090909,0.6704545454545454,0.6780129495398952,0.025768862155353213,2
111,24.678454303741454,4.607806239429648,2.616768789291382,0.6289349082053501,1000,0.001,"{'C': 1000, 'gamma': 0.001}",0.6703296703296703,0.6375,0.6707317073170732,0.6966292134831461,0.6588235294117647,0.711340206185567,0.6444444444444445,0.7,0.7159090909090909,0.6704545454545454,0.6776162407535302,0.025847246774840724,3
78,24.737787079811095,6.433191868003519,3.0570074319839478,0.9343195983155196,3,0.001,"{'C': 3, 'gamma': 0.001}",0.6736842105263158,0.6585365853658537,0.6666666666666666,0.7,0.6704545454545454,0.7040816326530612,0.6458333333333334,0.6914893617021277,0.6914893617021277,0.6666666666666666,0.6768902364070698,0.01806053524517386,4
110,23.386766862869262,8.14962618100203,1.4240651369094848,0.7819510627188971,1000,0.0001,"{'C': 1000, 'gamma': 0.0001}",0.6623376623376623,0.6301369863013698,0.6463414634146342,0.6375,0.6901408450704225,0.6987951807228916,0.6206896551724138,0.6515151515151515,0.7375,0.6419753086419753,0.6616932253176521,0.034530235600075995,5
99,23.73925976753235,3.4683659483264826,2.504253649711609,0.6302114421151298,100,0.0001,"{'C': 100, 'gamma': 0.0001}",0.6352941176470588,0.6455696202531646,0.64,0.6623376623376623,0.6986301369863014,0.6853932584269663,0.6395348837209303,0.6835443037974683,0.691358024691358,0.6341463414634146,0.6615808349324325,0.02441534028404435,6
67,25.67597496509552,3.6774684187306224,3.311046290397644,0.45512721645169635,1,0.001,"{'C': 1, 'gamma': 0.001}",0.6481481481481481,0.6875,0.6666666666666666,0.6770833333333334,0.673469387755102,0.6761904761904762,0.6310679611650486,0.6534653465346535,0.6571428571428571,0.6310679611650486,0.6601802138101334,0.01844240486935223,7
88,21.963416504859925,4.1124305592929336,2.6229729890823363,0.9083711865310442,10,0.0001,"{'C': 10, 'gamma': 0.0001}",0.6179775280898876,0.6511627906976745,0.6373626373626373,0.6818181818181818,0.7317073170731707,0.6597938144329897,0.6559139784946236,0.6413043478260869,0.6666666666666666,0.6555555555555556,0.6599262818017475,0.028991060108459782,8
68,22.049982333183287,8.062823278452504,2.5716514587402344,1.1648393652745728,1,0.01,"{'C': 1, 'gamma': 0.01}",0.6422018348623854,0.6796116504854369,0.6605504587155964,0.6796116504854369,0.6571428571428571,0.6605504587155964,0.6238532110091743,0.6571428571428571,0.6601941747572816,0.6442307692307693,0.6565089922547391,0.015925973246433814,9
79,26.761437582969666,3.92580972661172,3.23085503578186,0.5293171388988672,3,0.01,"{'C': 3, 'gamma': 0.01}",0.6388888888888888,0.6764705882352942,0.660377358490566,0.6796116504854369,0.6601941747572816,0.6605504587155964,0.6238532110091743,0.6571428571428571,0.6601941747572816,0.6442307692307693,0.6561514131713146,0.015866325941292406,10
